ARTICLE,ID
Tea,96279
Tea,96278
Fruits,96277
Beer,96277
Sugar,96277
Bread,96276
Sugar,96275
Tea,96274
Bread,96273
Coffee,96273
Milk,96273
Tea,96273
Sugar,96273
Tea,96272
Tea,96271
Bread,96270
Tea,96270
Sugar,96270
Bread,96269
Tea,96269
Tea,96268
Fruits,96267
Milk,96267
Tea,96267
Bread,96266
Tea,96265
Milk,96264
Sugar,96264
Milk,96263
Tea,96262
Tea,96261
Bread,96260
Milk,96260
Tea,96260
Sugar,96260
Bread,96259
Fruits,96259
Milk,96259
Tea,96259
Sugar,96259
Bread,96258
Milk,96258
Tea,96258
Bread,96257
Milk,96257
Tea,96257
Milk,96256
Tea,96255
Bread,96254
Fruits,96254
Milk,96254
Sugar,96254
Bread,96253
Sugar,96253
Sugar,96252
Sugar,96251
Tea,96250
Tea,96249
Tea,96248
Tea,96247
Bread,96246
Tea,96246
Sugar,96246
Fruits,96245
Bread,96244
Coffee,96244
Milk,96243
Beer,96242
Milk,96241
Bread,96240
Fruits,96240
Beer,96240
Milk,96240
Tea,96240
Sugar,96240
Fruits,96239
Bread,96238
Tea,96238
Bread,96237
Milk,96237
Beer,96236
Sugar,96236
Bread,96235
Bread,96234
Bread,96233
Bread,96232
Tea,96232
Fruits,96231
Milk,96231
Coffee,96230
Coffee,96229
Tea,96229
Tea,96228
Bread,96227
Beer,96226
Tea,96225
Bread,96224
Tea,96224
Tea,96223
Bread,96222
Tea,96222
Sugar,96222
Bread,96221
Vegetables,96221
Bread,96220
Coffee,96220
Milk,96220
Tea,96220
Bread,96219
Vegetables,96219
Bread,96218
Vegetables,96218
Tea,96217
Bread,96216
Vegetables,96216
Bread,96215
Bread,96214
Bread,96213
Fruits,96212
Coffee,96211
Beer,96211
Tea,96210
Tea,96209
Beer,96208
Milk,96207
Sugar,96207
Milk,96206
Sugar,96206
Bread,96205
Beer,96204
Bread,96203
Milk,96203
Milk,96202
Tea,96202
Tea,95168
Bread,95164
Coffee,95164
Milk,95164
Tea,95164
Sugar,95164
Sugar,95163
Bread,95162
Milk,95162
Sugar,95162
Bread,95161
Milk,95161
Tea,95161
Milk,95160
Tea,95160
Sugar,95160
Milk,94837
Tea,94837
Sugar,94836
Coffee,94715
Bread,94685
Tea,94684
Tea,94683
Sugar,94682
Sugar,94681
Milk,94680
Tea,94677
Beer,94676
Tea,94660
Beer,94656
Beer,94655
Tea,94654
Bread,94652
Bread,94651
Fruits,94651
Tea,94651
Sugar,94651
Tea,94650
Tea,94649
Bread,94648
Coffee,94648
Tea,94647
Bread,94646
Tea,94646
Milk,94645
Tea,94644
Sugar,94644
Fruits,94643
Milk,94643
Sugar,94643
Bread,94642
Bread,94641
Bread,94640
Fruits,94639
Fruits,94638
Sugar,94638
Tea,94637
Bread,94636
Tea,94636
Tea,94635
Fruits,94634
Beer,94634
Milk,94634
Bread,94633
Tea,94632
Milk,94631
Sugar,94631
Bread,94630
Milk,94629
Sugar,94629
Tea,94628
Milk,94627
Tea,94626
Bread,94625
Tea,94625
Tea,94624
Tea,94623
Bread,94622
Tea,94622
Tea,94621
Beer,94620
Bread,94619
Tea,94619
Milk,94618
Tea,94617
Fruits,94616
Milk,94616
Tea,94616
Sugar,94616
Bread,94615
Milk,94615
Tea,94615
Sugar,94615
Bread,94614
Milk,94614
Tea,94614
Sugar,94614
Bread,94613
Coffee,94613
Milk,94613
Tea,94613
Sugar,94613
Bread,94612
Sugar,94612
Sugar,94611
Fruits,94610
Tea,94610
Tea,94609
Tea,94608
Milk,94607
Sugar,94607
Bread,94606
Tea,94605
Bread,94604
Fruits,94604
Milk,94604
Vegetables,94604
Tea,94604
Bread,94603
Coffee,94602
Beer,94602
Bread,94601
Tea,94600
Bread,94599
Bread,94598
Bread,94597
Milk,94596
Tea,94596
Tea,94595
Fruits,94594
Beer,94594
Tea,94593
Tea,94592
Tea,94591
Bread,94590
Vegetables,94590
Coffee,94589
Sugar,94589
Bread,94588
Coffee,94588
Vegetables,94588
Bread,94587
Tea,94587
Tea,94586
Fruits,94585
Tea,94585
Bread,94584
Tea,94584
Tea,94583
Bread,94582
Tea,94582
Bread,94581
Bread,94580
Vegetables,94580
Tea,94579
Bread,94578
Vegetables,94578
Milk,94577
Tea,94577
Bread,94464
Tea,94463
Tea,94462
Tea,94461
Milk,94460
Tea,94457
Tea,94456
Tea,94455
Milk,94454
Bread,94404
Vegetables,94404
Bread,94384
Tea,94383
Beer,94382
Milk,94382
Tea,94379
Tea,94369
Bread,94368
Bread,94367
Milk,94287
Bread,94285
Bread,94284
Tea,94274
Tea,94273
Bread,94270
Bread,94269
Tea,94266
Tea,94265
Bread,94258
Bread,94257
Tea,94251
Tea,94250
Bread,94249
Milk,94249
Beer,94248
Milk,94248
Sugar,94248
Milk,94246
Milk,94245
Bread,94174
Milk,94173
Tea,94172
Tea,94169
Tea,94168
Bread,94167
Tea,94044
Milk,94043
Sugar,94043
Bread,94042
Tea,94041
Tea,94040
Bread,94039
Vegetables,94039
Coffee,94038
Tea,94037
Tea,94036
Sugar,94035
Sugar,94034
Coffee,94033
Beer,94033
Milk,94033
Sugar,94033
Bread,94032
Tea,94032
Tea,94031
Tea,94030
Fruits,94029
Tea,94028
Tea,94027
Bread,94026
Bread,94025
Milk,94025
Tea,94025
Sugar,94025
Bread,94024
Vegetables,94024
Tea,94023
Bread,94022
Vegetables,94022
Sugar,94021
Bread,94020
Bread,94019
Tea,94019
Tea,94018
Bread,94017
Coffee,94016
Milk,94016
Tea,94016
Sugar,94016
Coffee,94015
Milk,94015
Tea,94014
Tea,94013
Bread,94012
Milk,94011
Milk,94010
Tea,94010
Bread,94009
Tea,94008
Bread,94007
Vegetables,94007
Tea,94006
Milk,94005
Bread,94004
Tea,94003
Bread,94002
Sugar,94002
Tea,94001
Fruits,94000
Tea,94000
Bread,93999
Tea,93998
Tea,93997
Tea,93996
Tea,93995
Milk,93994
Sugar,93994
Bread,93993
Tea,93993
Bread,93992
Bread,93991
Milk,93990
Bread,93989
Fruits,93988
Beer,93988
Sugar,93988
Beer,93987
Bread,93986
Tea,93986
Tea,93985
Fruits,93984
Beer,93983
Tea,93982
Bread,93981
Tea,93981
Milk,93980
Tea,93979
Tea,93978
Milk,93977
Tea,93977
Fruits,93976
Sugar,93976
Bread,93975
Bread,93974
Tea,93973
Bread,93972
Bread,93971
Milk,93971
Tea,93971
Sugar,93971
Fruits,93970
Milk,93970
Bread,93969
Tea,93969
Tea,93968
Bread,93967
Vegetables,93967
Tea,93966
Milk,93965
Sugar,93965
Bread,93964
Tea,93964
Bread,93963
Coffee,93963
Vegetables,93963
Milk,93962
Tea,93961
Milk,93960
Sugar,93960
Milk,93959
Sugar,93959
Bread,93958
Vegetables,93958
Tea,93958
Sugar,93957
Tea,93956
Sugar,93613
Bread,93611
Bread,93610
Fruits,93609
Fruits,93608
Tea,93607
Beer,93606
Fruits,93605
Milk,93605
Bread,93604
Milk,93604
Tea,93603
Tea,93602
Tea,93601
Milk,93600
Tea,93600
Milk,93599
Milk,93598
Milk,93597
Sugar,93596
Beer,93595
Bread,93594
Milk,93594
Tea,93594
Tea,93593
Tea,93592
Bread,93591
Tea,93591
Sugar,93591
Tea,93590
Milk,93589
Bread,93588
Tea,93587
Milk,93586
Tea,93585
Tea,93584
Bread,93583
Tea,93583
Fruits,93582
Bread,93581
Tea,93581
Bread,93580
Vegetables,93580
Tea,93579
Tea,93578
Tea,93577
Bread,93576
Milk,93576
Beer,93575
Tea,93574
Milk,93571
Tea,93571
Bread,93570
Fruits,93570
Beer,93570
Tea,93570
Bread,93569
Tea,93569
Milk,93519
Beer,93434
Tea,93434
Sugar,93433
Vegetables,93432
Sugar,93432
Bread,93431
Vegetables,93431
Milk,93430
Sugar,93430
Milk,93429
Sugar,93429
Milk,93428
Sugar,93428
Tea,93427
Bread,93426
Tea,93426
Tea,93425
Tea,93424
Milk,93423
Milk,93422
Sugar,93422
Milk,93421
Sugar,93421
Milk,93420
Sugar,93420
Milk,93419
Sugar,93419
Bread,93418
Milk,93418
Tea,93418
Bread,93417
Tea,93417
Fruits,93416
Sugar,93416
Tea,93415
Bread,93414
Fruits,93414
Milk,93414
Bread,93413
Tea,93413
Bread,93412
Milk,93412
Tea,93412
Tea,93411
Tea,93410
Beer,93409
Tea,93408
Bread,93407
Tea,93407
Sugar,93407
Milk,93406
Bread,93405
Milk,93405
Bread,93404
Tea,93404
Tea,93403
Beer,93402
Sugar,93402
Fruits,93401
Milk,93401
Sugar,93401
Tea,93400
Sugar,93399
Tea,93398
Sugar,93397
Beer,93396
Bread,93395
Tea,93395
Bread,93394
Bread,93393
Tea,93393
Sugar,93392
Bread,93391
Coffee,93391
Milk,93391
Vegetables,93390
Tea,93389
Fruits,93388
Milk,93388
Bread,93387
Tea,93386
Bread,93385
Fruits,93385
Milk,93385
Vegetables,93385
Tea,93385
Sugar,93385
Bread,93384
Milk,93384
Tea,93383
Tea,93382
Tea,93381
Tea,93380
Tea,93379
Fruits,93378
Tea,93377
Bread,93376
Vegetables,93376
Tea,93376
Bread,93375
Vegetables,93375
Tea,93375
Bread,93374
Coffee,93373
Milk,93373
Tea,93372
Bread,93371
Tea,93371
Bread,93370
Coffee,93370
Milk,93370
Sugar,93370
Bread,93369
Tea,93368
Bread,93367
Tea,93366
Beer,93365
Milk,93365
Tea,93365
Bread,93266
Tea,93266
Tea,93265
Milk,93222
Tea,93219
Tea,93218
Tea,93204
Tea,93202
Coffee,93098
Tea,93098
Sugar,93097
Bread,93084
Coffee,93084
Milk,93084
Bread,93083
Milk,93083
Bread,93082
Tea,93081
Milk,93080
Sugar,93080
Sugar,93079
Milk,93078
Tea,93078
Tea,93077
Bread,93076
Milk,93076
Tea,93076
Bread,93075
Tea,93075
Sugar,93074
Tea,93073
Bread,93072
Fruits,93071
Beer,93071
Milk,93071
Tea,93070
Beer,93069
Bread,93068
Tea,93068
Sugar,93068
Tea,93067
Milk,93066
Sugar,93066
Tea,93065
Tea,93064
Bread,93063
Milk,93063
Tea,93063
Sugar,93063
Tea,93062
Bread,93061
Bread,93060
Milk,93060
Sugar,93060
Tea,93059
Bread,93058
Tea,93058
Bread,93057
Milk,93057
Tea,93057
Bread,93056
Tea,93056
Tea,93055
Beer,93054
Bread,93053
Tea,93052
Sugar,93051
Fruits,93050
Milk,93049
Sugar,93049
Coffee,93048
Tea,93047
Coffee,93046
Milk,93046
Sugar,93046
Coffee,93045
Beer,93045
Tea,93044
Sugar,93043
Milk,93042
Bread,93041
Milk,93041
Bread,93040
Sugar,93040
Tea,93039
Milk,93038
Tea,93038
Bread,93037
Tea,93037
Milk,93036
Tea,93035
Milk,93034
Milk,93033
Tea,93033
Milk,93032
Tea,93032
Sugar,93031
Tea,93030
Tea,93029
Tea,93028
Fruits,93027
Milk,93026
Sugar,93026
Tea,93025
Fruits,93024
Tea,93023
Bread,93022
Milk,93022
Tea,93022
Bread,93021
Milk,93021
Tea,93021
Bread,93020
Milk,93020
Tea,93020
Bread,93019
Milk,93019
Tea,93019
Bread,93018
Milk,93018
Tea,93018
Bread,93017
Bread,93016
Tea,93016
Sugar,93016
Bread,93015
Tea,93015
Sugar,93015
Tea,93014
Bread,93013
Sugar,93013
Milk,93012
Tea,93011
Bread,93010
Bread,93009
Sugar,93008
Sugar,93007
Fruits,93006
Tea,93005
Milk,93004
Sugar,93003
Tea,93002
Bread,93001
Milk,93000
Bread,92999
Tea,92999
Sugar,92998
Milk,92997
Sugar,92997
Bread,92996
Fruits,92996
Tea,92996
Sugar,92996
Bread,92995
Sugar,92994
Tea,92993
Milk,92992
Bread,92991
Sugar,92990
Bread,92989
Tea,92989
Sugar,92988
Sugar,92987
Sugar,92986
Bread,92985
Sugar,92985
Tea,92984
Tea,92983
Sugar,92983
Coffee,92982
Milk,92982
Milk,92981
Tea,92980
Milk,92979
Bread,92978
Coffee,92978
Tea,92978
Bread,92977
Coffee,92977
Vegetables,92977
Milk,92976
Sugar,92976
Milk,92975
Sugar,92975
Bread,92974
Fruits,92973
Milk,92973
Tea,92972
Tea,92971
Bread,92970
Milk,92970
Tea,92969
Tea,92968
Sugar,92968
Bread,92967
Tea,92967
Milk,91739
Tea,91637
Beer,91634
Milk,91634
Tea,91622
Coffee,91538
Fruits,91538
Beer,91538
Milk,91538
Sugar,91538
Bread,91518
Milk,91518
Tea,91518
Tea,91517
Beer,91516
Milk,91515
Bread,91514
Fruits,91513
Fruits,91512
Beer,91512
Milk,91511
Milk,91510
Milk,91509
Bread,91508
Milk,91508
Bread,91507
Vegetables,91507
Milk,91506
Coffee,91505
Milk,91505
Sugar,91505
Bread,91504
Milk,91503
Tea,91502
Bread,91501
Milk,91500
Tea,91500
Tea,91499
Fruits,91498
Beer,91498
Coffee,91497
Fruits,91497
Tea,91497
Beer,91496
Bread,91495
Sugar,91494
Tea,91493
Bread,91492
Bread,91481
Beer,91476
Sugar,91405
Milk,91404
Tea,91404
Sugar,91404
Sugar,91403
Beer,91402
Bread,91401
Milk,91400
Sugar,91400
Coffee,91399
Tea,91399
Tea,91398
Tea,91397
Sugar,91396
Sugar,91395
Milk,91394
Tea,91394
Sugar,91394
Milk,91393
Tea,91393
Tea,91392
Tea,91391
Beer,91390
Tea,91389
Milk,91388
Sugar,91388
Sugar,91387
Tea,91386
Tea,91385
Tea,91384
Bread,91383
Coffee,91383
Milk,91383
Coffee,91382
Tea,91382
Bread,91381
Coffee,91381
Sugar,91381
Sugar,91380
Bread,91379
Bread,91378
Milk,91377
Tea,91377
Fruits,91376
Milk,91376
Sugar,91376
Tea,91375
Bread,91374
Tea,91374
Sugar,91374
Tea,91373
Tea,91372
Sugar,91370
Bread,91369
Fruits,91369
Tea,91369
Sugar,91369
Tea,91368
Tea,91367
Bread,91366
Bread,91365
Beer,91365
Tea,91365
Beer,91364
Bread,91363
Sugar,91363
Vegetables,91362
Sugar,91361
Milk,91275
Fruits,91274
Fruits,91273
Beer,91273
Bread,91272
Milk,91271
Tea,91270
Beer,91269
Tea,91268
Milk,91267
Milk,91266
Bread,91265
Tea,91265
Tea,91264
Milk,91263
Milk,91262
Milk,91261
Tea,91260
Milk,91259
Bread,91258
Tea,91258
Sugar,91257
Bread,91256
Tea,91256
Bread,91255
Milk,91254
Sugar,91254
Bread,91253
Fruits,91252
Tea,91251
Sugar,91251
Bread,91250
Milk,91185
Bread,91179
Tea,91179
Sugar,91140
Beer,91139
Bread,91138
Milk,91137
Bread,91136
Bread,91135
Bread,91134
Bread,91133
Tea,91132
Milk,91131
Tea,91130
Bread,91129
Fruits,91129
Tea,91129
Sugar,91129
Tea,91128
Tea,91127
Bread,91126
Tea,91126
Tea,91125
Fruits,91124
Milk,91123
Sugar,91123
Tea,91122
Fruits,91121
Tea,91120
Fruits,91119
Tea,91118
Fruits,91117
Milk,91116
Tea,91116
Sugar,91116
Bread,91115
Vegetables,91115
Bread,91114
Milk,91113
Tea,91113
Tea,91112
Sugar,91112
Sugar,91111
Tea,91110
Bread,91109
Milk,91109
Tea,91109
Milk,91108
Tea,91108
Milk,91107
Fruits,91106
Tea,91105
Beer,91104
Beer,91103
Milk,91103
Beer,91102
Milk,91102
Bread,91101
Tea,91101
Coffee,91100
Fruits,91100
Milk,91100
Bread,91099
Tea,91099
Fruits,91098
Tea,91097
Bread,91096
Bread,91095
Fruits,91094
Milk,91094
Coffee,91093
Tea,91093
Bread,91092
Sugar,91092
Bread,91091
Tea,91090
Milk,91089
Sugar,91089
Bread,91088
Tea,91087
Fruits,91086
Sugar,91086
Bread,91085
Fruits,91085
Tea,91085
Tea,91084
Bread,91083
Fruits,91082
Tea,91081
Beer,91080
Milk,91079
Tea,91079
Tea,91078
Sugar,91078
Tea,91077
Coffee,91076
Fruits,91076
Beer,91076
Beer,91075
Fruits,91074
Bread,91073
Coffee,91073
Milk,91073
Sugar,91073
Beer,91072
Sugar,91071
Fruits,91070
Beer,91069
Milk,91069
Sugar,91069
Milk,91068
Tea,91068
Sugar,91068
Milk,91067
Sugar,91066
Milk,91065
Sugar,91065
Tea,91064
Bread,91063
Fruits,91062
Milk,91062
Sugar,91062
Milk,91061
Sugar,91061
Bread,91060
Milk,91060
Tea,91060
Bread,91059
Tea,91058
Tea,90741
Beer,90667
Tea,90666
Tea,90665
Tea,90664
Sugar,90664
Beer,90663
Tea,90662
Coffee,90661
Sugar,90661
Sugar,90660
Milk,90659
Tea,90659
Tea,90658
Tea,90657
Beer,90656
Fruits,90655
Bread,90654
Beer,90654
Milk,90654
Tea,90654
Sugar,90654
Bread,90653
Tea,90653
Milk,90652
Bread,90651
Tea,90651
Bread,90650
Tea,90649
Fruits,90648
Tea,90647
Bread,90646
Milk,90646
Sugar,90646
Fruits,90645
Beer,90644
Sugar,90644
Tea,90643
Coffee,90642
Beer,90642
Milk,90642
Sugar,90642
Beer,90641
Bread,90640
Tea,90639
Bread,90638
Tea,90638
Tea,90637
Sugar,90637
Bread,90636
Beer,90636
Milk,90636
Tea,90636
Bread,90635
Fruits,90635
Milk,90635
Tea,90635
Beer,90634
Sugar,90633
Coffee,90632
Tea,90631
Tea,90630
Coffee,90629
Tea,90628
Tea,90627
Bread,90626
Tea,90625
Tea,90624
Bread,90623
Milk,90623
Tea,90623
Tea,90622
Sugar,90621
Tea,90620
Tea,90619
Tea,90618
Tea,90617
Tea,90616
Coffee,90615
Milk,90614
Beer,90613
Milk,90613
Tea,90612
Tea,90611
Fruits,90610
Fruits,90609
Bread,90608
Bread,90607
Bread,90606
Bread,90605
Milk,90604
Tea,90604
Tea,90603
Sugar,90602
Sugar,90601
Bread,90600
Fruits,90600
Tea,90600
Sugar,90600
Beer,90599
Tea,90598
Bread,90597
Milk,90597
Tea,90597
Sugar,90597
Milk,90596
Tea,90596
Fruits,90595
Fruits,90594
Milk,90594
Sugar,90594
Bread,90593
Tea,90593
Fruits,90592
Beer,90592
Bread,90591
Bread,90590
Tea,90590
Bread,90589
Bread,90588
Tea,90588
Sugar,90588
Tea,90587
Tea,90586
Tea,90585
Bread,90584
Coffee,90584
Fruits,90584
Tea,90583
Bread,90582
Bread,90581
Tea,90580
Tea,90579
Milk,90578
Tea,90577
Bread,90576
Tea,90576
Bread,90575
Coffee,90575
Tea,90575
Tea,90574
Tea,90573
Tea,90572
Tea,90571
Milk,90570
Tea,90570
Fruits,90569
Bread,90568
Vegetables,90568
Bread,90567
Tea,90566
Bread,90565
Tea,90565
Tea,90564
Sugar,90563
Tea,90562
Tea,90561
Tea,90560
Bread,90559
Bread,90558
Tea,90558
Milk,90557
Bread,90556
Bread,90555
Bread,90554
Bread,90553
Tea,90553
Fruits,90552
Coffee,90551
Milk,90550
Bread,90549
Fruits,90548
Beer,90548
Milk,90548
Tea,90547
Bread,90546
Tea,90546
Bread,90545
Vegetables,90545
Tea,90544
Bread,90543
Fruits,90543
Milk,90543
Tea,90543
Sugar,90543
Sugar,90542
Tea,90541
Bread,90540
Sugar,90539
Sugar,90538
Tea,90537
Bread,90536
Sugar,90535
Tea,90534
Sugar,90534
Tea,90533
Beer,90532
Tea,90532
Tea,90531
Bread,90530
Milk,90530
Sugar,90530
Bread,90529
Bread,90528
Tea,90528
Milk,90527
Fruits,90526
Beer,90526
Tea,90526
Tea,90525
Tea,90524
Beer,90523
Milk,90523
Milk,90522
Bread,90521
Sugar,90521
Fruits,90520
Sugar,90520
Bread,90519
Fruits,90519
Tea,90519
Vegetables,90518
Sugar,90518
Bread,90517
Milk,90517
Tea,90517
Sugar,90516
Fruits,90515
Tea,90514
Bread,90513
Tea,90513
Tea,90512
Bread,90511
Coffee,90511
Fruits,90511
Beer,90511
Tea,90511
Sugar,90510
Bread,90509
Tea,90509
Fruits,90508
Sugar,90507
Tea,90506
Beer,90505
Tea,90505
Bread,90504
Vegetables,90504
Tea,90503
Tea,90502
Bread,90501
Bread,90500
Bread,90499
Coffee,90499
Beer,90499
Milk,90499
Tea,90499
Bread,90498
Milk,90498
Bread,90497
Vegetables,90497
Tea,90496
Bread,90495
Fruits,90494
Bread,90493
Vegetables,90493
Bread,90492
Vegetables,90492
Bread,90491
Vegetables,90491
Milk,90202
Tea,90202
Milk,90201
Coffee,90200
Beer,90200
Tea,90200
Sugar,90200
Bread,90151
Milk,90150
Bread,90149
Tea,90149
Sugar,90149
Tea,90148
Tea,90147
Coffee,90146
Bread,90145
Fruits,90145
Beer,90145
Tea,90144
Tea,90023
Tea,90022
Beer,90021
Bread,90020
Beer,89938
Milk,89938
Tea,89938
Sugar,89922
Beer,89920
Fruits,89917
Fruits,89916
Milk,89915
Tea,89901
Sugar,89881
Bread,89880
Tea,89880
Tea,89879
Beer,89878
Tea,89878
Sugar,89878
Fruits,89877
Tea,89877
Milk,89876
Tea,89875
Bread,89874
Bread,89873
Milk,89873
Tea,89873
Sugar,89873
Fruits,89872
Tea,89871
Tea,89870
Tea,89869
Bread,89868
Milk,89867
Sugar,89866
Sugar,89865
Tea,89864
Tea,89863
Beer,89862
Tea,89862
Bread,89861
Tea,89861
Milk,89859
Milk,89858
Tea,89857
Milk,89856
Sugar,89856
Fruits,89855
Coffee,89854
Milk,89854
Sugar,89854
Bread,89853
Coffee,89853
Milk,89853
Tea,89853
Sugar,89853
Tea,89852
Tea,89851
Tea,89850
Fruits,89848
Tea,89847
Tea,89846
Tea,89845
Beer,89844
Fruits,89843
Beer,89843
Bread,89842
Milk,89842
Tea,89842
Sugar,89842
Milk,89841
Tea,89840
Sugar,89839
Bread,89838
Tea,89838
Beer,89837
Milk,89836
Tea,89836
Milk,89835
Sugar,89835
Tea,89834
Beer,89833
Tea,89832
Tea,89831
Tea,89830
Milk,89829
Tea,89828
Bread,89827
Milk,89827
Tea,89827
Tea,89826
Tea,89825
Tea,89824
Milk,89823
Sugar,89822
Tea,89821
Bread,89820
Tea,89819
Tea,89818
Tea,89817
Tea,89816
Bread,89815
Coffee,89815
Tea,89814
Tea,89813
Sugar,89813
Fruits,89812
Fruits,89811
Tea,89810
Bread,89809
Tea,89809
Sugar,89809
Bread,89808
Vegetables,89808
Bread,89806
Vegetables,89806
Bread,89805
Vegetables,89805
Bread,89804
Bread,89803
Tea,89802
Coffee,89801
Bread,89800
Tea,89800
Sugar,89800
Tea,89799
Milk,89798
Tea,89798
Sugar,89798
Tea,89797
Beer,89796
Tea,89795
Tea,89794
Sugar,89794
Bread,89691
Coffee,89623
Tea,89598
Fruits,89597
Bread,89596
Tea,89595
Tea,89594
Tea,89593
Bread,89592
Beer,89592
Tea,89592
Beer,89591
Sugar,89590
Tea,89589
Bread,89588
Milk,89588
Bread,89587
Tea,89587
Tea,89586
Bread,89585
Tea,89584
Bread,89583
Coffee,89583
Vegetables,89583
Milk,89582
Tea,89581
Milk,89580
Tea,89579
Tea,89578
Sugar,89577
Tea,89576
Tea,89575
Sugar,89574
Tea,89573
Tea,89572
Tea,89571
Bread,89570
Bread,89569
Bread,89568
Vegetables,89568
Tea,89568
Sugar,89568
Tea,89567
Tea,89566
Sugar,89566
Tea,89565
Bread,89564
Milk,89564
Tea,89564
Sugar,89564
Tea,89563
Tea,89562
Sugar,89561
Tea,89560
Bread,89559
Tea,89559
Tea,89558
Beer,89557
Tea,89556
Bread,89555
Tea,89555
Bread,89554
Tea,89554
Tea,89553
Sugar,89552
Bread,89551
Vegetables,89551
Fruits,89550
Sugar,89550
Beer,89549
Sugar,89549
Tea,89548
Tea,89547
Bread,89546
Sugar,89546
Tea,89545
Tea,89544
Tea,89543
Milk,89542
Tea,89541
Bread,89540
Tea,89482
Sugar,89482
Beer,89481
Tea,89481
Tea,89480
Tea,89479
Tea,89478
Milk,89477
Tea,89477
Sugar,89477
Bread,89424
Vegetables,89424
Tea,89424
Bread,89423
Tea,89423
Bread,89422
Vegetables,89422
Tea,89422
Bread,89421
Vegetables,89421
Bread,89420
Vegetables,89420
Tea,89420
Bread,89419
Vegetables,89419
Tea,89419
Bread,89418
Vegetables,89418
Tea,89418
Bread,89417
Vegetables,89417
Tea,89417
Bread,89416
Vegetables,89416
Tea,89416
Tea,88288
Tea,88285
Bread,88211
Tea,88211
Bread,88210
Bread,88209
Bread,88208
Milk,88208
